region,store_name,address,count,avg_sentiment,median_sentiment,trimmed_sentiment,avg_confidence,median_confidence,trimmed_confidence,rep_sentiment,rep_confidence,count_norm,review_score
강원,휴토피아글램핑,강원도,47,0.978865640892413,0.9868617348634768,0.9850792157064223,0.8590601021157867,0.8911296165406375,0.8801945776585779,0.9868617348634768,0.8911296165406375,1.0,0.9742844437671705
강원,준스키,강원도,21,0.9688776157891268,0.9820612150686994,0.9763557909277547,0.8096943268206944,0.8589266508170944,0.8352205136111033,0.9820612150686994,0.8589266508170944,1.0,0.9664036946840286
강원,인구서프,강원도,48,0.9636070341990388,0.9784678252688508,0.9733437514563086,0.7861208189888687,0.8386959742509501,0.8155737907324762,0.9784678252688508,0.8386959742509501,1.0,0.9612795424308453
강원,대숲마을,강원도,23,0.9518606878206135,0.9782458910483165,0.9687499525728469,0.7557788866614735,0.8356872555662999,0.7982548042105778,0.9782458910483165,0.8356872555662999,1.0,0.9606112184277549
강원,더파크12 글램핑카라반,강원도,41,0.94952435782548,0.9752163649486615,0.9620700118870378,0.7467800802297981,0.8189729761423538,0.7661902104208124,0.9752163649486615,0.8189729761423538,1.0,0.9563595047130692
강원,형곤하우스,강원도,47,0.9438058325811289,0.9727732137632603,0.9634567773124476,0.7306055486409772,0.8051619427380242,0.7701578694001088,0.9727732137632603,0.8051619427380242,1.0,0.952864352676583
강원,홍천조박사화로구이,강원도,41,0.9285743494562719,0.9702378380645835,0.9454083219359268,0.6840063404660983,0.7915400195951705,0.7074240599022413,0.9702378380645835,0.7915400195951705,1.0,0.9493793553384091
강원,낙산바다회마을,강원도,33,0.8923954376114742,0.9686356676307727,0.9336972435080232,0.6657979848555583,0.7832381490535256,0.7072656804485333,0.9686356676307727,0.7832381490535256,1.0,0.947238330099937
강원,더 스탠드,강원도,36,0.9130411525991958,0.9665354344187507,0.9519561017513832,0.6898827463103347,0.7735435344917028,0.7403946382655011,0.9665354344187507,0.7735435344917028,1.0,0.9446693372239658
강원,홍천강 별빛음악 맥주축제,강원도 도시산림공원 토리숲,20,0.9424226794307737,0.9629589174557878,0.9577553046607522,0.7118902217169735,0.7595286645274011,0.7390741298717916,0.9629589174557878,0.7595286645274011,1.0,0.9407934081422166
강원,하누성 횡성본점,강원도,36,0.9349814995574316,0.9602689647590041,0.949647700905858,0.6867622801189782,0.7424188277575476,0.7150353050868258,0.9602689647590041,0.7424188277575476,1.0,0.9365644549792108
강원,진부령해장국,강원도,19,0.9733575932926989,0.9787067268632546,0.9763254451737535,0.8190671367241641,0.8396033514605383,0.830294849544956,0.9787067268632546,0.8396033514605383,0.95,0.936532688351084
강원,평창한우다래,강원도,36,0.919888767114338,0.9599938162009429,0.946094109519858,0.6629004112929794,0.7408501844616094,0.6997285686864704,0.9599938162009429,0.7408501844616094,1.0,0.9361681817526047
강원,놀자대게,강원도,28,0.8913379657355273,0.9541915860410395,0.9314535118528364,0.6333353601074608,0.7142249435866656,0.6619139239096833,0.9541915860410395,0.7142249435866656,1.0,0.9291024645296448
강원,휘닉스 파크,강원도,25,0.9129283112925276,0.9537633486953803,0.9355484369523314,0.6375642501865473,0.7123791453986266,0.6593128710029721,0.9537633486953803,0.7123791453986266,1.0,0.9286048336883393
강원,황소식육실비식당,강원도,19,0.933931596419444,0.9710040969044454,0.9469558278438973,0.6978308523627117,0.7955818332513784,0.7238072130260592,0.9710040969044454,0.7955818332513784,0.95,0.9254175957216093
강원,르온다,강원도 20층 2001호,27,0.9136222691007617,0.9490642962123621,0.9352522675336064,0.6335321542137925,0.7011011200482653,0.660879145592206,0.9490642962123621,0.7011011200482653,1.0,0.9249395128733617
강원,둔내역한우 본관,강원도,31,0.9246869218758174,0.9496390104565493,0.9401551515333791,0.6453684014628088,0.6956510392980417,0.6699125647487976,0.9496390104565493,0.6956510392980417,1.0,0.9240219109965732
강원,대관령한우국밥타운,강원도,23,0.8880248921053758,0.9422459689338052,0.9116924545792717,0.5759256882584551,0.6639571303238412,0.5973803659331092,0.9422459689338052,0.6639571303238412,1.0,0.9154652167449098
강원,강원고려인삼축제,강원도,25,0.9301983550948033,0.9405735007813648,0.9415470445600979,0.6489699408847432,0.6563568395565016,0.6702640363063308,0.9405735007813648,0.6563568395565016,1.0,0.9134434181457097
강원,금수강산막국수,강원도,20,0.8885585034494451,0.9368781900289989,0.9055453035174139,0.5957530784369404,0.6429116150213754,0.6003184984936614,0.9368781900289989,0.6429116150213754,1.0,0.9096457800129747
강원,옥봉식당,강원도,29,0.8743861237825087,0.935556703577342,0.8955267671768171,0.5543777123033788,0.6384285645595584,0.5734254191861953,0.935556703577342,0.6384285645595584,1.0,0.9083527239851142
강원,메밀꽃향기,강원도,26,0.868423787943062,0.9339310864372325,0.8937472839254973,0.5495352082550679,0.6324376762319114,0.5671166683590002,0.9339310864372325,0.6324376762319114,1.0,0.9066668611775521
강원,하조맛식당,강원도,23,0.8614664288740975,0.9319200584381477,0.8940344717858596,0.5655834970671758,0.6329776324348498,0.5996643340092032,0.9319200584381477,0.6329776324348498,1.0,0.9061715440184144
강원,채림의 정원,강원도,22,0.8905210522223428,0.9335549621798245,0.9188867578583761,0.5847168429892456,0.629828044493312,0.5968667605501907,0.9335549621798245,0.629828044493312,1.0,0.9060320975526097
강원,명가춘천닭갈비막국수,강원도,26,0.8593556116403381,0.9324275487857852,0.8813338661780022,0.551401120537088,0.6282516875938946,0.5621348281099773,0.9324275487857852,0.6282516875938946,1.0,0.9053786021545145
강원,카페이루아,강원도,22,0.91116951486154,0.9312958121375783,0.9282735102072677,0.6123503041626005,0.6273088487144326,0.6306049628473095,0.9312958121375783,0.6273088487144326,1.0,0.90485051338416
강원,카페 둔치,강원도,26,0.887501547862213,0.9324344145797061,0.9121244540970229,0.5793144300885218,0.6253472360561887,0.5990660290250103,0.9324344145797061,0.6253472360561887,1.0,0.9047997715851495
강원,홍천메밀가막국수,강원도,25,0.8694145814003953,0.9311245139370374,0.8992466882467111,0.5445086834461204,0.6206407253928823,0.5564368484612928,0.9311245139370374,0.6206407253928823,1.0,0.9034654992596878
강원,쪽빛하늘 캠핑장,강원도,23,0.9005772387103977,0.9305809519714284,0.9157405249389196,0.6049969466523898,0.6209539773869484,0.612310569467829,0.9305809519714284,0.6209539773869484,1.0,0.9033650810688182
강원,커피고,강원도,22,0.8733336177347458,0.9300275146158486,0.8959878164869441,0.5533969953047119,0.6185685642988448,0.5626854145902711,0.9300275146158486,0.6185685642988448,1.0,0.9027219672445235
강원,동강뗏목축제,강원도 61-19 영월동강둔치일원,21,0.924495691500186,0.930252327214971,0.9306244134332059,0.6248771151655197,0.6173731305734462,0.6291072699363977,0.930252327214971,0.6173731305734462,1.0,0.9025503242791806
강원,철원청정한우촌,강원도,21,0.8568484268463517,0.9293724832057273,0.8913946039951102,0.5584569365262141,0.6149912604694556,0.5637261950833459,0.9293724832057273,0.6149912604694556,1.0,0.9018099970556094
강원,하이원리조트 운암정,강원도,23,0.8550911967020446,0.9287271554860381,0.8749502690505856,0.5445061467419143,0.6137122570726213,0.54607527141647,0.9287271554860381,0.6137122570726213,1.0,0.9013605980603356
강원,포인트스키,강원도,19,0.9034561047312053,0.9509035358989768,0.9273407222886495,0.6201410170747801,0.6999460131047983,0.645088654917081,0.9509035358989768,0.6999460131047983,0.95,0.9002602633906527
강원,영월관광센터,강원도,20,0.8640038887882868,0.9265923772297122,0.8801104266434503,0.5362968162297241,0.6096122839456007,0.5424959467641219,0.9265923772297122,0.6096122839456007,1.0,0.8999001699580338
강원,스위스램,강원도 (1층),18,0.9173773113629932,0.9700258775632189,0.9319475398949333,0.6407027852494489,0.7931361442945812,0.6664326869215588,0.9700258775632189,0.7931361442945812,0.9,0.8996349921278819
강원,거진전통시장,강원도,19,0.9152181329242154,0.9501724854611203,0.934797287774045,0.6415372157090445,0.6969012492387939,0.6588491378426949,0.9501724854611203,0.6969012492387939,0.95,0.8994319954860948
강원,고석정가든,강원도,23,0.8703009766730468,0.9272245076899931,0.8887580156717136,0.5444113799748227,0.6058112158274809,0.552386183007256,0.9272245076899931,0.6058112158274809,1.0,0.899329595472494
강원,홍천미술관,강원도,20,0.8763307066524332,0.9251452872027042,0.8951744561622179,0.5653980244275661,0.6013578220909608,0.5753234551315585,0.9251452872027042,0.6013578220909608,1.0,0.8978151505790035
강원,대관령한우,강원도,22,0.8593947273987098,0.9246698017088542,0.8751623682545147,0.5112159591249704,0.5996607378245588,0.5213623844931907,0.9246698017088542,0.5996607378245588,1.0,0.8973330880775681
강원,홍천한우사랑말식당,강원도,24,0.877595323265855,0.9251441418487152,0.8979695173462816,0.5559151669774539,0.598268955725372,0.5651892867338324,0.9251441418487152,0.598268955725372,1.0,0.8971970336996888
강원,오산리선사유적박물관,강원도,22,0.8320276345130161,0.9216589928350328,0.8704008103778621,0.5254668622131746,0.5893020035988628,0.526435178417334,0.9216589928350328,0.5893020035988628,1.0,0.8943580985702824
강원,모나용평 타워콘도,강원도,27,0.8528795340777008,0.9220026565816872,0.8952102288494179,0.544881963365395,0.5875379302158934,0.5595132106220435,0.9220026565816872,0.5875379302158934,1.0,0.8941083830176848
강원,두일막국수,강원도,20,0.8615030993552237,0.920403210336616,0.8855161975932788,0.5372001837626407,0.5852871272893277,0.5468120415053873,0.920403210336616,0.5852871272893277,1.0,0.8931783885588503
강원,한탄강빵명장,강원도,23,0.8637999697744572,0.9201737518625259,0.8958972673583778,0.5280362726705272,0.5832037912255577,0.5388060019857395,0.9201737518625259,0.5832037912255577,1.0,0.8926928838038694
강원,운암정,강원도,26,0.8697870246978977,0.9140452229243887,0.8904270045054317,0.5329501966342696,0.5621370082903071,0.5435267141462974,0.9140452229243887,0.5621370082903071,1.0,0.8866409685353781
강원,강원토속식당,강원도,20,0.8157153386414091,0.9136538630849045,0.8440975248939829,0.49853813267278235,0.5591072438990369,0.5146688625590075,0.9136538630849045,0.5591072438990369,1.0,0.8859176077052787
강원,토담막국수,강원도,21,0.8819014011985987,0.9117562024127275,0.9005068724719686,0.5664557611410285,0.5522288528008363,0.570716165810297,0.9117562024127275,0.5522288528008363,1.0,0.8839726312839854
강원,1765삽교,강원도 1765삽교,24,0.875381617266175,0.9113138728882499,0.8975872187926224,0.5510201780720778,0.5524265508579453,0.5642741032529158,0.9113138728882499,0.5524265508579453,1.0,0.883879472038064
강원,소노펠리체 델피노 더 엠브로시아,강원도 소노펠리체 델피노 EAST 10층,20,0.851959410629615,0.9113725756383018,0.8776359160233335,0.5054176949626978,0.5507118568015478,0.509602431411225,0.9113725756383018,0.5507118568015478,1.0,0.8835541440518001
강원,둔내한우백화점,강원도,18,0.9504814187507853,0.9572400606514418,0.955652572761995,0.7191992667733614,0.7290850547202126,0.7292696460986969,0.9572400606514418,0.7290850547202126,0.9,0.8829890291394751
강원,카페 달파도,강원도 1층,35,0.8866052947298514,0.9102417850285506,0.9015151725370962,0.5463359899340686,0.549559276212195,0.5530138333844581,0.9102417850285506,0.549559276212195,1.0,0.8829843907510042
강원,7hundred,강원도,20,0.8426569828341677,0.9079461262380559,0.8715027970923804,0.5589849470912374,0.5412942439498252,0.5664984440749836,0.9079461262380559,0.5412942439498252,1.0,0.8806426866613818
강원,거북이서프바,강원도,23,0.868188613758773,0.9068203988645053,0.8876779236283516,0.5403048528634637,0.5397960301701431,0.542108829131526,0.9068203988645053,0.5397960301701431,1.0,0.8800053256933802
강원,영월 박가네,강원도,21,0.7991625983580578,0.906670061100739,0.8221175723946116,0.4844981033347943,0.538036435357126,0.4854122504345477,0.906670061100739,0.538036435357126,1.0,0.8796083054016469
강원,가시머리식당,강원도,21,0.8910869087765654,0.9047585003112921,0.9027115287507723,0.560093402452936,0.5323688179832956,0.5630224215588635,0.9047585003112921,0.5323688179832956,1.0,0.8779013136900468
강원,고식당,강원도 2층,23,0.863805661635432,0.9045594779771248,0.8962333178869689,0.5240699196337849,0.5280432490110442,0.5406102610089372,0.9045594779771248,0.5280432490110442,1.0,0.8769764931953463
강원,강원n 홍천 산나물축제,강원도 홍천 종합운동장 주차장,17,0.952091234151919,0.971168610700228,0.9644118798667244,0.737277167531323,0.7974607091608201,0.769055207707602,0.971168610700228,0.7974607091608201,0.85,0.8758427250422325
강원,동호해변(양양),강원도,21,0.8614635455503512,0.9033665133066779,0.8899262418904214,0.5259034819036279,0.5240208646253907,0.522607032329264,0.9033665133066779,0.5240208646253907,1.0,0.8758141269170816
강원,옥동양어장횟집,강원도,24,0.8504394090603217,0.901829876487251,0.8836482666369547,0.5283407391363372,0.5259432347323973,0.5306962066844173,0.901829876487251,0.5259432347323973,1.0,0.8757376098926547
강원,해내리식당,강원도,19,0.8846886991708989,0.9279861030861921,0.9050444266517659,0.5627348369159137,0.6110181692756367,0.5738302866284334,0.9279861030861921,0.6110181692756367,0.95,0.8755994647809849
강원,코코비발디글램핑,강원도,21,0.8362095773910021,0.9028992765911356,0.864302131050078,0.5013434336390629,0.5219046508424263,0.5139976665992064,0.9028992765911356,0.5219046508424263,1.0,0.8752507131458259
강원,보타닉그릴,강원도 가동,20,0.8676240308766422,0.9014883765969508,0.8900390892754884,0.5526254336402318,0.5209305528195096,0.5629603117370618,0.9014883765969508,0.5209305528195096,1.0,0.8746326235429871
강원,노랑공장,강원도,27,0.848709042735394,0.9004824734963611,0.863893855969356,0.5004549329729836,0.5175649830261232,0.5049888128412933,0.9004824734963611,0.5175649830261232,1.0,0.8736577386541329
강원,납작식당,강원도,21,0.8290533286941126,0.9002402515898399,0.8369394098928824,0.4635623800819041,0.5160226042504386,0.4675450167966511,0.9002402515898399,0.5160226042504386,1.0,0.8732765963270396
강원,양리단길,강원도 643,21,0.8239462351253396,0.8991689886424447,0.8423513634018673,0.4891407457119725,0.5164175679916438,0.4895459820423653,0.8991689886424447,0.5164175679916438,1.0,0.8730342101910622
강원,다키닥팜,강원도,25,0.8415992630173963,0.8981835591953069,0.8675007049947883,0.4848729995991178,0.5133066772875341,0.49199702232739256,0.8981835591953069,0.5133066772875341,1.0,0.8721164032160988
강원,홍천 무궁화 테마파크,강원도,21,0.8952410009547329,0.8991734424150495,0.898616928478064,0.5577371917782828,0.5104615071339174,0.5495508196310959,0.8991734424150495,0.5104615071339174,1.0,0.8718443341512984
강원,인경 화이트하우스,강원도,28,0.8771317543114522,0.8978597052522712,0.89621751484772,0.5435418171702816,0.5117151138727556,0.5423209088769301,0.8978597052522712,0.5117151138727556,1.0,0.8717009343502324
강원,코티지 생운,강원도,34,0.8625740681674025,0.8959856973692093,0.88002845119579,0.5152070962095407,0.5112786386789505,0.518206886914651,0.8959856973692093,0.5112786386789505,1.0,0.871051436946553
강원,호수길133,강원도,23,0.8591351236534256,0.8972147985868839,0.8889607207870284,0.5085819394109822,0.5057021160070727,0.5129472036235667,0.8972147985868839,0.5057021160070727,1.0,0.8703048627774798
강원,양양남대천체육공원,강원도 203-4,20,0.8345726027345824,0.8964182793045258,0.8566357542787435,0.5217627944173149,0.5036273328222887,0.5177566287315104,0.8964182793045258,0.5036273328222887,1.0,0.8696509503558154
강원,횡성축협 한우프라자 본점,강원도,21,0.8632055614634585,0.8917864047351046,0.8698305539007924,0.4817845570466005,0.5005547521511207,0.47843281423812023,0.8917864047351046,0.5005547521511207,1.0,0.8676468718507555
강원,로드3521,강원도,23,0.8321731582981134,0.8928566265709679,0.85664748499771,0.4860860985572436,0.4951935044364665,0.4845172253275636,0.8928566265709679,0.4951935044364665,1.0,0.8668956888585837
강원,카페논에,강원도,31,0.8350990300799356,0.8909362108021239,0.8534224852916837,0.48840003897980966,0.49504107882288617,0.48872817577512045,0.8909362108021239,0.49504107882288617,1.0,0.8662890790052145
강원,정인회식당,강원도,30,0.8453795703833584,0.8888721867550435,0.8665049292908643,0.5166169005096565,0.48993566044483594,0.5229152253835793,0.8888721867550435,0.48993566044483594,1.0,0.8646487881154803
강원,흥부네밥상,강원도,21,0.8610178469094146,0.889892222204254,0.8738217437214271,0.519825675231362,0.48805299159288995,0.5193898524463874,0.889892222204254,0.48805299159288995,1.0,0.8645782649798541
강원,레이크지움,강원도,22,0.8580055600166653,0.8868238163241804,0.8829260926803543,0.4879820027457622,0.48383855522096997,0.48526626061801736,0.8868238163241804,0.48383855522096997,1.0,0.8628148559414481
강원,평창88송어횟집,강원도,24,0.8476535428916301,0.8887111098977385,0.8796573618185457,0.508994145384735,0.48043348225183335,0.5204588859681435,0.8887111098977385,0.48043348225183335,1.0,0.8627000294196883
강원,홍천재래식손두부,강원도,26,0.8363142931670728,0.8871683887553135,0.8538592556409702,0.47533299058566236,0.47472822142421317,0.46347978764358677,0.8871683887553135,0.47472822142421317,1.0,0.8610961609114367
강원,카페뮤지스,강원도 카페뮤지스,21,0.8297743578009237,0.8857879827622772,0.8457692583596345,0.4739778266551499,0.46980822994655747,0.4790970545859987,0.8857879827622772,0.46980822994655747,1.0,0.8596980408179946
강원,횡성순한우,강원도,32,0.8649547131904751,0.8824213649824308,0.8749004663983778,0.49115095167036965,0.4739748029116184,0.4795411719184859,0.8824213649824308,0.4739748029116184,1.0,0.859521370077053
강원,와수리 커피,강원도,27,0.8504843993822001,0.8853846905600854,0.8755375602498409,0.527921639311875,0.46912308706795414,0.5260336112999212,0.8853846905600854,0.46912308706795414,1.0,0.8594400245816165
강원,카페921,강원도,20,0.8301485506879839,0.8702574520546433,0.8470302510867035,0.5092828386021673,0.486234923802503,0.5145497624979444,0.8702574520546433,0.486234923802503,1.0,0.8583242203768937
강원,육백마지기식당,강원도,22,0.8119604715480655,0.8811668048989832,0.840081335139579,0.47943014055504063,0.4646624467025002,0.4864481756580813,0.8811668048989832,0.4646624467025002,1.0,0.857282530810195
강원,영순네횟집,강원도,19,0.887227879988256,0.9097165722496438,0.905682511129432,0.5604271730012895,0.5445088452664214,0.5628197746515173,0.9097165722496438,0.5445088452664214,0.95,0.8568167407281774
강원,진부:Re,강원도,22,0.899120740028453,0.8816120479471614,0.9028391302280736,0.5672864895748305,0.46059747018879227,0.555942743048323,0.8816120479471614,0.46059747018879227,1.0,0.8566031084219069
강원,동강다슬기,강원도,20,0.8384704692954669,0.8800430679494646,0.86121530904953,0.47334463573545127,0.45998039479891484,0.48132326680497395,0.8800430679494646,0.45998039479891484,1.0,0.8560089993446224
강원,대관령 오삼불고기,강원도,23,0.8606031894395183,0.8789912466263897,0.8830375745142479,0.49714806476873863,0.45896425453890677,0.4955741251158791,0.8789912466263897,0.45896425453890677,1.0,0.8554902248956983
강원,한화리조트 평창,강원도,18,0.908621279925966,0.9313648419928333,0.9211771520503975,0.6104967626937646,0.6238664546008255,0.6214957395009983,0.9313648419928333,0.6238664546008255,0.9,0.8541827435180152
강원,연당동치미국수,강원도 1층,23,0.8467782443302425,0.8769889464741293,0.8672013894513974,0.5066868792796301,0.45352607443754034,0.49017235577045737,0.8769889464741293,0.45352607443754034,1.0,0.8538018988297469
강원,정가네메밀막국수,강원도 3동 1호,20,0.8455019168751509,0.8774689375945762,0.8623168201952113,0.46818765625829284,0.44897028878183687,0.4604395773646855,0.8774689375945762,0.44897028878183687,1.0,0.8530347390347403
강원,월이메밀닭강정,강원도,22,0.8213531348168188,0.8754607282220817,0.8370903869353071,0.4467012676987247,0.44985436060368067,0.4310590284910887,0.8754607282220817,0.44985436060368067,1.0,0.8526090905873607
강원,모나 용평 스키장,강원도,22,0.8288486909241787,0.8704443200106972,0.8644077482988266,0.481455597994476,0.44884217652834574,0.4831453180923319,0.8704443200106972,0.44884217652834574,1.0,0.8509017313088783
강원,오대산비로봉식당,강원도,18,0.8932966281019582,0.927605161112973,0.9022854762543643,0.5676460971549141,0.6087982952418745,0.5758774264718534,0.927605161112973,0.6087982952418745,0.9,0.8500412073822669
강원,피빙,강원도,18,0.887831563004509,0.9269198693291385,0.9023124279213252,0.5466076171802972,0.609461965569299,0.5535022017703821,0.9269198693291385,0.609461965569299,0.9,0.8499683539126013
강원,금강숯불닭갈비 메밀막국수,강원도,23,0.8462730812613459,0.8618511225363735,0.8597477004864567,0.47139867122205226,0.452920634627032,0.454982691340893,0.8618511225363735,0.452920634627032,1.0,0.8491394636863184
강원,영월스포츠파크,강원도,26,0.8091604270050716,0.8727644522643421,0.8271382278929347,0.4073896527833928,0.43610774942669694,0.4103377326302997,0.8727644522643421,0.43610774942669694,1.0,0.849050885564642
강원,동쪽바다 세꼬시,강원도,18,0.9011949135676329,0.9263548829284115,0.9268837239313655,0.6054495456558783,0.6029298304555624,0.6265697675349611,0.9263548829284115,0.6029298304555624,0.9,0.8484924309696359
강원,노메드,강원도,18,0.8650588010495858,0.9258719178514259,0.8944161888383328,0.5382735513566785,0.6003080257511058,0.5511625431487946,0.9258719178514259,0.6003080257511058,0.9,0.8478231805056489
강원,컨센트릭양양,강원도,28,0.8317890090386523,0.8602008129468879,0.8469719348567115,0.48010171234176335,0.43855459284661763,0.4882624106308963,0.8602008129468879,0.43855459284661763,1.0,0.8457711624533899
강원,실버벨교회,강원도 차항리 28-3,19,0.8605834881259452,0.8939748380145011,0.8817576868912995,0.5036096935008277,0.5074868097826826,0.5062719676444766,0.8939748380145011,0.5074868097826826,0.95,0.8446898133608869
강원,별마로천문대,강원도 (영월읍),22,0.8425031230263719,0.8667945458069495,0.8563169902047634,0.4692619236306532,0.4220463006213339,0.458386312224178,0.8667945458069495,0.4220463006213339,1.0,0.8444476238663516
강원,별애별빵1984,강원도 별애별빵1984,29,0.8282176888036538,0.8617474618939761,0.8419440933059279,0.43338523141290425,0.42397206108838414,0.4227673281619361,0.8617474618939761,0.42397206108838414,1.0,0.8433186507858697
강원,동강 래프팅(영월),강원도 (영월읍),17,0.9138675523012556,0.9444068117963818,0.9264353594358515,0.6110606534222931,0.6736293806348259,0.6253478697193857,0.9444068117963818,0.6736293806348259,0.85,0.8430479196658797
강원,평창우리한우,강원도,18,0.8795295024717208,0.920305511227409,0.9136085634875873,0.5713099948889102,0.5825840891086845,0.5835022849284843,0.920305511227409,0.5825840891086845,0.9,0.8426084711899596
강원,인터컨티넨탈 알펜시아 평창 리조트,강원도,20,0.8343106127444836,0.8639181701857608,0.8469235629473761,0.4637815125150859,0.4159049629660387,0.45753066034571366,0.8639181701857608,0.4159049629660387,1.0,0.842356443648936
