시도,시군구,읍면동,년도,발생량_04시,도착량_04시,발생량_05시,도착량_05시,발생량_06시,도착량_06시,발생량_07시,도착량_07시,발생량_08시,도착량_08시,발생량_09시,도착량_09시,발생량_10시,도착량_10시,발생량_11시,도착량_11시,발생량_12시,도착량_12시,발생량_13시,도착량_13시,발생량_14시,도착량_14시,발생량_15시,도착량_15시,발생량_16시,도착량_16시,발생량_17시,도착량_17시,발생량_18시,도착량_18시,발생량_19시,도착량_19시,발생량_20시,도착량_20시,발생량_21시,도착량_21시,발생량_22시,도착량_22시,발생량_23시,도착량_23시,발생량_00시,도착량_00시,발생량_01시,도착량_01시,발생량_02시,도착량_02시,발생량_03시,도착량_03시
인천광역시,부평구,십정동,2024,19335,8930,536941,246633,872355,482229,1784846,933669,1766399,1239781,1107517,768117,898182,694031,873890,750126,939750,812538,904915,801423,842662,800447,906150,941684,1044795,1117533,1171286,1433426,1201367,1755960,917304,1449892,666369,965917,598624,874458,480714,732539,292895,423466,51695,120302,71,3558,1,0,0,1
인천광역시,부평구,일신동,2024,3230,3283,19973,10776,45751,20124,104865,47176,103349,87154,64053,39724,50611,30075,48991,34538,55357,36632,51545,37616,46192,39400,48285,60791,64188,60926,73039,65245,67249,79657,38994,72488,28147,49950,27952,47500,15965,40875,8869,23004,1659,3418,742,2218,0,0,0,0
인천광역시,부평구,청천동,2024,12767,6422,185888,114379,392082,282281,880156,731650,889060,955392,500894,430141,402301,340308,416883,357747,435456,409511,435093,430519,423188,426404,484099,518360,512370,584166,775497,722564,800845,904517,473830,709301,383164,465239,318044,407842,223646,355320,108116,219818,23635,84499,6981,17524,260,722,2313,9
인천광역시,서구,가정동,2024,6777,537,246509,102681,566276,315641,1298587,648519,1278002,791598,638441,486812,495841,393143,511420,420209,549417,486293,543115,506745,500047,498145,576338,631936,685785,783625,762048,947626,837983,1262726,553260,883378,390634,558606,353532,506478,296193,455564,174044,273673,53508,107364,1449,5483,5,110,0,0
인천광역시,서구,가좌동,2024,3379,103,184910,111375,346448,350278,719932,1145900,739982,1308559,430075,380505,363893,272330,367538,271595,411919,316886,388222,334031,372437,321620,468586,381542,554239,437268,1137256,554822,1047521,689288,456810,522566,392275,364742,264634,302199,152803,247177,62695,146485,12973,49001,4,2518,0,347,0,0
인천광역시,서구,검암동,2024,9019,3903,100788,46542,230873,122867,523957,295600,478683,465634,276741,198022,216074,167278,221185,174463,235202,189292,228413,199864,214987,201223,334084,236497,374035,286375,324869,353261,346670,459864,269524,377273,185753,244723,191690,206857,168815,199529,90206,114378,24701,43096,184,73,0,0,0,0
인천광역시,서구,경서동,2024,15630,4365,118093,21597,266614,107198,512339,172416,364032,312093,216867,102482,173630,67808,182648,72490,176414,83931,151832,106401,141721,121312,154980,157854,195942,202274,288913,259807,303268,376174,117787,359596,84522,242770,65283,229016,53239,239236,22503,137538,3241,53118,65,294,0,0,0,0
인천광역시,서구,공촌동,2024,2176,237,9223,3337,15951,11835,31490,22932,36139,53099,19661,16118,19192,13723,20583,14398,18373,15881,18032,19436,16987,17835,23181,22867,35820,26886,31360,30324,22520,33671,12512,25571,9368,22245,7272,20395,5625,19390,2589,9313,277,1299,0,0,0,0,0,0
인천광역시,서구,금곡동,2024,68,33,2001,1105,6768,9460,10433,20276,8000,16409,6283,6184,4455,4777,3834,4602,4957,5206,4094,4946,4810,6104,4654,7108,6592,8140,11933,9305,10193,9447,5405,8615,4617,6327,2295,6154,1323,4946,624,2749,363,955,0,0,0,0,0,0
인천광역시,서구,당하동,2024,18578,2368,170779,39960,463082,126149,814697,266591,714553,390874,416942,244815,337983,186328,337208,195313,352078,227698,337589,253337,313085,260055,361329,314155,424005,406118,442557,490428,442583,652487,292236,555490,215934,344029,190335,301884,163070,278223,80071,177422,18229,59350,285,2850,3,8,0,0
인천광역시,서구,대곡동,2024,0,0,0,0,149,827,1017,3510,1786,985,49,215,1874,141,15,1131,1443,148,212,1025,1395,34,29,984,1299,18,1885,1053,866,902,475,212,21,508,349,855,2,46,0,0,0,0,0,0,0,0,0,0
인천광역시,서구,마전동,2024,14280,2489,78862,28476,227060,130985,464668,287322,460399,421166,245216,208856,203165,189592,204671,186558,219355,209462,202971,225549,200278,228753,286848,289183,313755,370502,290597,412754,294648,447412,220338,379318,167827,263198,151061,241254,142219,224166,70210,151122,24967,71035,783,14490,93,928,15,89
인천광역시,서구,백석동,2024,2367,2711,41345,16216,99140,53344,259983,101324,226632,235258,127688,73233,113022,72251,114713,77884,120109,91055,115520,95130,97364,93375,161291,118423,213910,142152,126129,151152,101211,207602,61350,170592,43799,111037,35954,119685,27084,112962,15227,73775,4146,37117,4,417,0,0,0,0
인천광역시,서구,불로동,2024,10126,1477,38888,7932,97786,30464,170623,33105,165034,46363,93243,30833,76325,32152,71137,38981,72038,51449,74154,53187,61305,54908,71521,77646,89492,109660,74530,118230,59742,131525,40419,123872,31749,94700,24857,84151,22320,86321,11699,54539,5389,24990,486,4698,412,748,22,66
인천광역시,서구,석남동,2024,4620,393,251263,96860,470126,298365,1019872,604906,974788,725629,519467,390372,406851,321441,427489,340510,463077,372799,427386,372434,393521,385301,461971,482537,524883,567633,626821,717158,676579,923847,424068,684180,328985,452599,266093,377377,217368,325599,97599,190645,19323,78673,38,10321,0,16,0,0
인천광역시,서구,시천동,2024,15796,61,103813,5976,172506,29391,404768,88288,291717,181266,155436,66317,114481,48740,111986,46157,105285,57443,90756,66487,79274,74394,82048,90904,100283,129758,108266,178351,140783,312194,56282,289405,44305,171070,36400,155599,29340,152307,13607,123107,2029,59917,2,67,0,0,0,0
인천광역시,서구,신현동,2024,8525,58,34694,7039,75731,20356,180339,52228,149024,90226,84109,56821,77223,60002,76888,60289,81728,64675,79939,72528,75802,73501,102957,86863,108126,99438,98982,111547,94827,135284,65818,107947,51554,71930,38252,67574,29947,61393,13155,35637,3169,13444,71,2355,0,0,0,0
인천광역시,서구,심곡동,2024,136,3,60645,31856,118248,92221,281347,187654,277346,438773,184254,225809,177329,176938,195684,163303,200363,170530,194451,200751,206037,181727,234422,207908,246853,231756,298266,263145,333795,312472,134493,216163,121537,144875,136322,133534,107755,115986,58827,71849,14185,32753,8,13,0,0,0,0
인천광역시,서구,연희동,2024,5797,1082,52353,25926,117294,70430,261422,160461,278133,250297,145812,108718,108577,85480,111150,87539,112484,93866,115434,94557,101241,92730,121031,130102,159962,159099,186384,184362,208961,219929,123342,156318,84944,114722,74123,105266,86047,102710,26128,50842,3615,19089,1,4,0,0,0,0
인천광역시,서구,오류동,2024,674,2,11560,12060,35501,119290,48022,325392,59075,280543,44637,62545,29647,34076,31935,28141,36600,30583,39166,31998,39168,31828,55540,45356,94703,54240,247694,62780,269113,58729,81887,64613,67615,40962,31095,33205,9186,26030,3496,14876,689,7993,30,1558,1,269,0,58
인천광역시,서구,왕길동,2024,20506,4355,100820,36772,258909,179793,600072,363795,539492,417089,297354,233112,255574,186941,255938,191019,265830,206189,241919,227248,239653,221480,287701,293316,328748,354248,413657,427356,424745,520766,251227,400573,186991,260098,153019,220179,116789,190267,62665,129068,17995,57031,246,5381,74,1283,10,243
인천광역시,서구,원당동,2024,11519,1026,80684,15498,223953,68353,377547,87013,255985,159713,175139,129296,145943,95814,141662,88111,143523,105621,133423,131451,132177,140058,165179,168302,195757,204072,174351,255521,162327,322184,120655,367998,97953,244614,94444,203896,82675,195841,47113,139481,17436,61772,3741,12908,32,121,0,0
인천광역시,서구,원창동,2024,283,1,2631,5086,5096,39120,15907,77679,18561,106429,11823,43972,8715,15839,10372,11748,13444,12857,18118,13706,17450,13020,24241,13629,31385,14631,68374,14073,74222,16828,30864,11053,24241,8480,10439,5537,3220,4770,1569,3569,74,466,0,3,0,0,0,0
인천광역시,서구,청라동,2024,16712,2262,145088,87913,361582,253774,739269,486164,622882,619497,351811,372361,304561,276406,322915,276008,336799,314851,340657,344537,339852,340940,484390,420890,568396,531783,555778,587515,627575,682337,482376,617651,359460,385948,360308,341401,330046,333378,169318,210801,44278,89297,665,6540,9,563,0,0
인천광역시,연수구,동춘동,2024,13855,1244,174549,89816,403787,379351,837122,1049723,915599,986838,504169,479787,412072,376281,439616,408339,497598,462536,497465,498101,494731,483659,635665,579888,721616,649729,1141037,769725,1043493,905185,582931,634241,530735,459353,429680,398985,323308,343773,112206,194340,14023,66353,162,8927,0,0,0,0
인천광역시,연수구,선학동,2024,2246,9,113180,50380,216541,170741,485276,455688,520587,526825,313733,239141,266343,197499,270272,210195,300347,255166,281646,283866,270124,257379,305391,334441,354300,413488,554313,576827,500575,600108,256022,359538,251753,264613,353280,246722,204996,188635,60832,119715,9464,51735,49,630,5,65,0,0
인천광역시,연수구,송도동,2024,12727,591,362178,126068,869412,956441,1631064,1628850,1735788,2868682,1077149,1596328,1003590,1104422,1093110,1122048,1188201,1201052,1225851,1271884,1300848,1231228,1756639,1361212,2155999,1602979,2518335,1896999,2651619,2008949,1513965,1575088,1330100,1184424,1273415,1011599,1013231,941108,445640,625769,65978,259242,1325,35721,124,2591,0,15
인천광역시,연수구,연수동,2024,2997,306,163743,63744,345159,154409,771221,407591,773265,651680,435363,354234,373460,306091,387489,318558,425423,359989,419257,372677,407763,365515,496634,449808,523822,523297,581683,665605,606641,802130,361370,551981,289550,425000,261855,377818,205334,304137,98382,182626,8021,56886,202,2672,50,225,0,0
인천광역시,연수구,옥련동,2024,4304,1103,103335,37153,199315,75921,375506,135281,368395,265891,243241,180894,207272,140931,226724,156123,255496,183435,245774,185413,228965,194980,274902,239148,295142,272938,290866,314775,251378,354644,159371,272620,127534,198843,121110,187100,89549,167292,37632,95455,2179,20415,52,2661,0,6,0,0
인천광역시,연수구,청학동,2024,3499,120,48979,18905,85330,22453,170217,45147,167007,112591,116787,73151,97949,65243,97908,69633,102269,78730,103923,83442,98365,88853,115616,112158,118294,124765,111613,130556,105842,155663,71249,126185,53052,96514,46997,92818,37321,86200,14732,42793,558,4963,15,1377,4,61,0,0
인천광역시,옹진군,대청면,2024,0,0,0,0,0,0,203,126,733,16,579,53,92,38,229,78,41,43,2,0,84,18,0,2,130,44,55,10,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인천광역시,옹진군,덕적면,2024,0,0,0,0,0,0,0,0,143,2,418,13,44,2,30,5,0,0,0,0,118,7,257,3,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인천광역시,옹진군,백령면,2024,0,0,0,0,0,0,0,0,3,0,64,10,26,22,91,11,28,11,57,15,72,42,100,35,30,20,156,13,21,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인천광역시,옹진군,북도면,2024,0,0,1,0,186,0,967,17,2412,69,3805,141,4529,161,3550,195,943,62,4533,202,4504,272,4159,213,3109,157,1428,69,608,21,16,0,37,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
인천광역시,옹진군,연평면,2024,0,0,0,0,0,0,0,0,148,1,263,10,733,63,1,0,0,0,0,0,571,24,428,29,37,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인천광역시,옹진군,영흥면,2024,0,0,17,372,4923,830,5158,2387,6548,3508,6133,6089,5495,4973,7599,4302,6852,4565,6292,5142,6734,6025,6563,6629,6563,6853,5538,7302,4750,5861,2670,3792,5155,5175,1980,3251,1262,3740,27,3,0,0,0,0,0,0,0,0
인천광역시,중구,남북동,2024,0,0,8,43,1799,582,2275,2760,2189,2618,2604,3858,2153,2687,2381,2638,2415,2258,2047,2253,2468,2834,2357,3273,2625,2775,2381,2381,1692,2740,1104,2239,943,1889,952,1976,671,968,0,0,0,0,0,0,0,0,0,0
인천광역시,중구,답동,2024,1142,1165,7054,9877,14316,16450,28213,48039,30545,87585,24548,54369,24687,57506,28472,60962,34414,62391,36814,63226,43584,62309,57904,64872,57829,65335,51720,70146,52938,69942,32362,40322,29083,25742,22372,21507,17473,16378,4887,8429,329,1955,8,69,0,0,0,0
인천광역시,중구,덕교동,2024,0,0,0,24,592,386,510,1705,544,1024,1027,2890,732,1749,1309,1832,1174,1584,1774,1609,1997,1822,2193,2423,2187,2180,2193,1428,2089,975,1735,614,1253,445,976,300,184,124,0,0,0,0,0,0,0,0,0,0
인천광역시,중구,도원동,2024,2,0,937,545,1526,1145,3325,2862,4385,5548,4012,1779,4008,1850,4666,2006,4809,2502,5608,2823,4970,2891,6755,4815,13534,5499,8341,5646,6835,5904,3575,2908,2709,2592,4145,2285,2143,1753,624,911,0,0,0,0,0,0,0,0
인천광역시,중구,무의동,2024,50,1,134,55,155,470,622,2418,3978,3395,1002,5468,1788,17496,4901,11262,5015,8717,3222,8336,17706,5556,13634,3378,11369,4040,9320,1873,3422,842,3202,599,1258,248,302,74,0,8,0,0,0,0,0,0,0,0,0,0
인천광역시,중구,북성동1가,2024,4326,46,25027,25837,56578,73383,98324,131202,106790,186487,81278,143108,90531,150276,117053,188367,150734,198931,184924,190654,229736,173176,261289,153752,284588,140719,285454,134151,263173,119352,145374,77472,112608,57623,82906,42847,57580,33833,10351,20747,519,13381,3,64,0,0,0,0
인천광역시,중구,북성동2가,2024,104,2,39000,11209,97487,57784,201747,107502,197763,163706,117919,123580,104354,92753,112373,101546,123684,119534,115870,130327,117011,140684,127961,154025,143839,192945,166868,237855,172322,271538,109480,172891,101839,120437,96316,101574,73846,76613,33741,47474,624,8525,0,0,0,0,0,0
인천광역시,중구,사동,2024,101,20,16302,6779,25443,20541,52377,59021,52109,111378,31950,49497,28124,39405,35641,44875,40179,45602,43089,47501,48433,44362,59801,47657,74774,54185,79716,64215,89463,73792,44345,37185,35834,25527,31178,22004,21261,16437,8593,9967,59,2548,0,0,0,0,0,0
인천광역시,중구,송월동1가,2024,0,0,4565,549,10081,2453,17574,3758,21196,7391,14255,6117,11443,7219,11382,7770,12039,8110,11381,8386,9611,9831,9581,11189,9494,13687,9589,14105,8168,16627,5958,13758,3475,11301,2219,11909,1764,10609,365,5073,26,563,0,0,0,0,0,0
인천광역시,중구,송월동2가,2024,3,0,3066,3100,5858,4416,8183,6906,8163,8246,7529,7053,6206,6486,6537,7278,7381,7722,9420,7731,9930,8331,8897,9022,8790,12322,8251,14545,6245,14800,4490,8085,3400,6477,2319,5540,1345,4196,297,2045,34,203,0,0,0,0,0,0
인천광역시,중구,송학동2가,2024,0,0,1,36,11,99,9,254,21,2300,11,421,6,207,9,150,23,230,22,195,49,270,32,186,33,162,47,222,45,168,16,118,13,115,8,82,0,59,3,22,0,0,0,0,0,0,0,0
인천광역시,중구,신생동,2024,4,0,2206,1870,5645,2174,10599,5838,10734,12073,5796,7084,8447,9427,9117,8434,9889,9362,11097,11191,11071,9550,12302,12048,14101,12307,14374,13410,12269,14340,9079,12659,8142,9202,8119,8103,3905,6154,1173,3950,12,232,0,0,0,0,0,0
인천광역시,중구,신포동,2024,214,522,4970,4578,6240,5057,8502,13794,15029,31299,19226,27252,25647,27447,32747,29051,44772,30730,49597,29889,53932,27506,67296,28845,70753,28728,61922,31216,60006,28830,40660,16559,35852,10250,30300,7592,19937,5497,8298,3558,1251,1867,25,176,0,0,0,0
인천광역시,중구,신흥동1가,2024,300,267,3082,1038,5770,1636,13076,4117,13995,8422,11314,5524,8284,5153,8722,6090,10202,6508,9242,6395,8192,6382,10529,7915,10065,9211,11098,10067,9884,11446,4941,10360,3980,7801,2211,7679,1781,5844,596,4223,130,1531,7,136,0,0,0,0
인천광역시,중구,신흥동2가,2024,1133,73,7496,6153,17004,9254,38865,18377,36006,30382,22643,16017,19460,14839,20198,14871,20205,17226,18531,17653,15962,16705,16728,19616,19100,21383,19832,22645,20936,23823,10025,16989,6814,13451,5020,12741,3617,10896,1302,7085,211,2038,14,164,0,0,0,0
인천광역시,중구,신흥동3가,2024,3493,1912,18176,25012,40400,66128,89983,121065,103455,157167,78130,81942,84170,63634,88477,56576,86602,66911,88182,73617,97789,68016,128508,72612,131038,76187,170225,88291,176166,97440,75166,58969,53034,43990,37272,41859,30278,28192,6880,14334,592,1831,7,34,0,0,0,0
인천광역시,중구,운남동,2024,2027,41,23760,8162,50936,17523,84976,32590,80797,79468,51467,29250,49960,25541,52816,27847,48161,29714,53012,34298,49445,37027,126646,56398,74966,61759,53159,58398,44157,65351,28868,61227,23659,46199,17570,41668,13654,45558,5728,20021,389,2773,15,28,0,0,0,0
인천광역시,중구,운북동,2024,326,32,46488,19881,157415,100006,229664,149432,184373,138746,138842,104716,124408,98306,122324,111293,119643,102505,111304,92739,111604,108920,122045,137452,147574,152193,150014,155661,159297,217948,134577,199565,92266,127211,93706,130850,82729,116470,45057,95107,15158,31859,27,220,0,0,0,0
인천광역시,중구,운서동,2024,6973,67,474582,538825,691285,970335,985908,1335035,1014249,1436180,755543,839788,644515,766912,726993,1036821,824993,1143888,859210,847027,1029547,798001,1324257,789182,1319637,888094,1416518,986237,1543898,952462,921123,806473,840667,678885,977504,579424,942745,502903,315822,354137,10639,149732,2927,317,878,98,341,0
인천광역시,중구,유동,2024,0,0,2063,959,1118,1457,3636,5984,4985,12206,3509,3515,3636,3467,3332,3316,3921,3317,4227,3494,3862,3441,5851,4368,6200,4466,6625,4776,4086,4980,2147,3321,1390,2628,1912,1874,895,1827,362,1066,12,86,0,0,0,0,0,0
인천광역시,중구,율목동,2024,0,0,596,223,483,399,1453,2222,3489,5998,2364,1704,1815,1036,2386,1328,3524,1182,2978,1010,3391,1086,8110,1542,7095,1490,4610,1288,5384,1463,2158,816,1795,603,1729,376,1154,402,719,150,0,0,0,0,0,0,0,0
인천광역시,중구,을왕동,2024,16,0,797,491,8231,2947,6773,8212,6362,15068,10236,17294,13732,15251,24203,18697,17149,20463,17159,21349,22185,26726,24717,30307,23714,22991,23227,19857,23093,15336,23309,10914,24811,9183,16829,6315,7169,4609,8,214,0,0,0,0,0,0,0,0
인천광역시,중구,인현동,2024,26633,2582,136460,78305,299130,223113,646369,460374,585270,567893,380819,374847,359142,365659,381367,406550,422595,410704,418815,435317,420442,403476,508829,441743,567222,493281,643700,557381,675151,648528,417634,523489,314185,322358,254571,265667,190548,232978,93405,140514,10085,44458,116,195,0,0,0,1
인천광역시,중구,전동,2024,0,0,2539,1299,5356,3312,8920,7573,10032,17970,8214,6539,7169,6612,6882,7471,8317,7691,7789,8235,6417,8255,9833,10256,11442,11011,7745,11236,6119,11760,3716,8628,2475,6633,2069,6047,1567,5066,199,2081,15,224,0,0,0,0,0,0
인천광역시,중구,중산동,2024,1096,10,91886,4813,152007,32118,242604,60257,189587,105386,123036,76328,116406,58226,137566,62919,117771,73218,106723,90239,97858,101781,131084,160805,134349,180244,113205,172371,91718,190329,75567,199022,66676,128566,62438,114591,49137,122180,17397,63747,1323,17814,186,369,0,0,0,0
인천광역시,중구,중앙동2가,2024,0,0,0,10,0,12,0,43,4,241,4,361,8,95,10,54,4,116,3,133,14,111,11,129,15,61,20,60,27,49,11,23,21,34,15,19,9,16,3,4,0,0,0,0,0,0,0,0
인천광역시,중구,항동3가,2024,1,0,104,174,353,755,476,1049,795,2884,825,1327,1068,851,1343,794,1414,990,1801,1016,1994,858,2729,795,4152,717,4742,1179,5593,1414,1509,544,1631,340,1083,495,783,190,234,64,0,0,0,0,0,0,0,0
인천광역시,중구,항동5가,2024,0,0,299,58,567,617,917,1174,638,3148,1042,1207,705,993,795,1081,1180,1175,1220,1118,1724,982,2049,844,3574,1427,4697,2728,7710,3145,2048,1242,1463,1062,1646,759,1347,590,438,228,0,0,0,0,0,0,0,0
인천광역시,중구,항동7가,2024,2730,250,24989,47388,41723,108664,72877,183283,73432,190255,56105,88754,57446,69905,76106,80293,76785,83586,82464,77594,87700,70440,93965,70925,94499,71929,158864,70844,109151,60708,54561,48083,43249,40192,29686,33099,16776,24322,3392,15282,236,5175,24,683,0,0,0,0
인천광역시,중구,해안동1가,2024,3,0,135,380,72,952,378,2590,246,6623,564,2718,396,2589,511,2153,624,2334,608,2820,611,2376,709,2239,1218,2011,708,1938,1340,1813,467,1155,324,700,387,678,449,434,112,288,10,36,0,0,0,0,0,0
인천광역시,중구,해안동3가,2024,0,0,286,615,972,1372,690,2445,513,5768,685,4755,557,5164,698,2867,1187,2806,1081,2635,1323,2144,2035,1775,2801,1827,2337,2339,3093,1885,1441,1639,1318,1828,1832,1439,1311,1364,720,1001,9,20,0,0,0,0,0,0
